名称,地点,薪资,招聘需求,详情网址,区域
UE4虚幻4引擎开发工程师,上海,8-13K,"3-5年,大专",https://www.zhipin.com/job_detail/a2a5dd1ad070434333F62921FVo~.html?lid=4R66DVQbjLz.search.55&securityId=D4XiI9VQfKW3z-o1kZYwaDQAsf-hN1Bg7DvKI0z7UoZ8CGpEK0pP664pApz9ISk2L_u_stJNrp5Zu0o4UlR3r1rbWnlBDoh2oC5MWS2WdOR2NTvnpTMA7-lSzIMZ1FPHeOdYAZXOA_I~&sessionId=,崇明区
网络维护工程师,上海·崇明区·东湖游览区,7-9K,"1-3年,大专",https://www.zhipin.com/job_detail/627a28ec1d7da8b01XR-39m4GFpR.html?lid=4R66DVQbjLz.search.56&securityId=8OqqSI5zkdCU0-e1Xk7eWl7-IIbSiSQ9dXojmSV2ZHc2HBpyepk_gXxpQnbc8m0MZ-heedBFQ3ehEr4MzjNQHaiT2EUPXflca98sFP6RPDskzHTUwJerObFZDRrIJoB7xymIj55qdIVB&sessionId=,崇明区
上海军昂贸易有限公司招聘家电维修,上海,5-8K,"经验不限,学历不限",https://www.zhipin.com/job_detail/8dad8e850823213f1XN60t65FVRX.html?lid=4R66DVQbjLz.search.57&securityId=l9_HA5BG84mbz-o1m-afHF8R_8M3fqo_V33COqMa5dsq9pf4zSaDIkCQbBtLCku9gVc2N7DTd-fEf1ZuDPMpzOsf7seGTwO0nvbxghlimzqTuhOSKzSBpBLcDJ3z-imiTFZee0G1hV1F-g~~&sessionId=,崇明区
硬件测试工程师,上海·崇明区·西沙湿地,4-5K,"1年以内,大专",https://www.zhipin.com/job_detail/570e095e0bc481261Hd_3N68F1BW.html?lid=4R66DVQbjLz.search.58&securityId=-IEdoYVjqFspB-l1h1JC8rOMaCY8dBKvtUx2ePDz3bm5tmIhzQNSV6KSnoPm2kFcNEwcLqwRv22lBcl3RlMFNCKx6CNZsL9-pAMAdoqM2xgBxqWhBzUBd21Zh2iCtluQ_OlCWC8lcwWTtg~~&sessionId=,崇明区
博士-智能控制技术研究,上海,25-40K·16薪,"3-5年,博士",https://www.zhipin.com/job_detail/3633404e0f56febe1X1_2di-GVBR.html?lid=4R66DVQbjLz.search.59&securityId=d7vBkR_v9b2op-X17-Mb4kvmDId6FMSUjmEnXLTFOLtsL-zT9iK1kZEXC_c0LYu5TB_q2B9JAqdCyRvQ9QLVWRRiimtaTFPbx8HPwmoYptSjVdqj16G6jQ52o_iY_JEbOKvaELrB0Q~~&sessionId=,崇明区
机器人研发,上海,20-40K,"3-5年,本科",https://www.zhipin.com/job_detail/fe7fea49303f5e0c1HB-2Nu_EFNQ.html?lid=4R66DVQbjLz.search.61&securityId=vPSxY7CyeSOfw-m130ccAyZtlenGNE5Ac16DfnmMyDJUmGUOq1QVc-8ivDp_R3u1wdCnRnGZdYxrg0htmlImQGDEBdFWho9bKBprIKbZ92ovS83-r8NRy_-iRMdtFFzM79g-BOyJkg0zKw~~&sessionId=,崇明区
运维工程师,上海·崇明区·长兴岛,9-14K·13薪,"1-3年,本科",https://www.zhipin.com/job_detail/8238fdabeb3cb4661XF93Nu_GVVY.html?lid=4R66DVQbjLz.search.62&securityId=j2l0cvSkpEUc3-c1kIkRLM5nRg4p6uwznAcgCRuuekiZhmC_wDprarCIRpz6Qyd75Gz73FHStsLQD1tT6I9XfYctPzZ1xpJNTdGRjW807yZp--HXYpCxI9bgIQ-FzjZvBgDhkDZX2pM~&sessionId=,崇明区
量化策略研究员,上海,35-60K·14薪,"3-5年,本科",https://www.zhipin.com/job_detail/c2a9a3daa47608cd1Hdy29u8EFBZ.html?lid=4R66DVQbjLz.search.63&securityId=DAPso9OjEkeP--w1bwQWtqP-MGUvH590-Do6f8NQe52Bql_Nua3cgv87rO96VpdjEpz1_TlvTuX0JrOL9U6XK4hpqd1bHv8P8wEhGBd0xPodIDlSyzimJQzYKwXamZlrYftBzXAPCdM~&sessionId=,崇明区
国企-高级java开发工程师（银行会计核算）,上海,20-40K·15薪,"3-5年,本科",https://www.zhipin.com/job_detail/e00b1f26d68137fc1X143tS0GVFX.html?lid=4R66DVQbjLz.search.64&securityId=8zQpfkrgq7EeI-f12CXD9eQl-pOtopbE6QXCzxigvfdENXPPisTdl756JmJrSrE0kUwphOyYp4l-3yT3jL_TgIpAeuvlM0JdUJQk_10BEktwOSv-s0C3geC_dawKbLCVJ42lPDsp&sessionId=,崇明区
散热研发工程师,上海·崇明区·长兴岛,15-25K,"3-5年,本科",https://www.zhipin.com/job_detail/ba7d1547f4bcf1051HRy39-7F1dX.html?lid=4R66DVQbjLz.search.65&securityId=5kB69CaTuBfeP-A1KwK8Exl66avbGpEp1czLeq8u1I4CYK2LFDC8dtc4XNEMSGuJ2_FNsH-aKGgBX4F4Glq27FAhvfm2082lBgrG1SlWmnK62i24T5xrjKaC5z1_KKxGYJBMvMK_c-JCfQ~~&sessionId=,崇明区
仪表开发工程师,上海,15-25K,"1-3年,本科",https://www.zhipin.com/job_detail/bc3e05a685855aa71HF73927GFZY.html?lid=4R66DVQbjLz.search.66&securityId=lVaqung6zeaqq-91ckOFYMM88RVlKmbG5O7OAe0apuoGvIopXhnKXhKkVoPVeFOOubjaaoKSV-XZfCnlJyLyEFUBsmezWBDeJlL_hMiCWH_8f7BZyOqUk0Bsh6YY_b7WcvpwzLwe0z83&sessionId=,崇明区
船用主机调试工程师,上海·崇明区·长兴岛,9-12K,"1-3年,大专",https://www.zhipin.com/job_detail/63313b5f3a8d38121XN72NW7EFBU.html?lid=4R66DVQbjLz.search.67&securityId=YTM0NpJfibixI--1hIkOgdjZZ7Vz3CozxZHuBuuuPI3h8PK_aYxLNA8xIrw73So2BxetSXs_kk8AgEB8Redyq1fcwPd75meSO1i0TpZ5KlU3ibTV31gneOjRJfqsR2Bg4JOFdDFjqPHTkw~~&sessionId=,崇明区
桌面端开发工程师,上海·崇明区·南门,3-8K,"3-5年,本科",https://www.zhipin.com/job_detail/8e23f6a93496b8fe1HR82dq5FVFU.html?lid=4R66DVQbjLz.search.68&securityId=Q8xYgPSJCGsRW-C1wUS_AgxfF5U0vOa22nVNBfMnCd_KtwN6E9QP56_7kmflVv2kYb1fkX5BmQtpng37zkSSd55s6L3DV-1EXAtcdLZZHjXEMdfxVsMlTt_bARR_BTGCglhEG01pUhFs&sessionId=,崇明区
电气工程师,上海·崇明区·长兴岛,7-12K,"1-3年,本科",https://www.zhipin.com/job_detail/fe3818ac77cf5d1f1XV72NS5F1VX.html?lid=4R66DVQbjLz.search.69&securityId=EF5oKJkADTIZm-E1RX6Fwm3Q7xXAUsNIZdwbGwjoDV3-18qIoWp7KCqyvnLH-Uo9AG2Aww7LfUWQYjXlTGJ_hpV2X-1bWETFWIhbrLr6Yj9eYBB4s5l785tqvX388JNH2wP8MpwVgjlJrg~~&sessionId=,崇明区
电气工程师,上海·崇明区·长兴岛,9-12K,"3-5年,大专",https://www.zhipin.com/job_detail/1d00df4ad3e4ef871Xdy3dy-FlVW.html?lid=4R66DVQbjLz.search.70&securityId=ar2JWx3jPTmtq--1E_wGA2EYMCgi75Xe2RpQVPk7bKrCaPcQ-KydEVtFG36YnolQBdZ0tzL7fX7-TTxCNweq-drrJ5ENTKlInROGZnc1jCFCEQA6pH2c6js9W2yRzxg-S_7mFNQPt7wdCg~~&sessionId=,崇明区
匿名公司招聘机械结构工程师,上海,20-21K,"经验不限,本科",https://www.zhipin.com/job_detail/486ae2d6192790171Hd82d2_E1BU.html?lid=4R66DVQbjLz.search.71&securityId=hotk2PRaIc4FT-41oJllXnEKFcoqzwtus9YkdW0Hmo3CM4b1LukNtTdjmUq9txERnvYsgKndvW-5RcF5hX5TFfOsLnugWv1muEVKhGQYiWQ_cvVt7TYDsI7F5CnO1tLZevb0mB9nXD2OmPhbnRiKQ5LuJFPDTGN-Q-n5Ju2la3D2soyI&sessionId=,崇明区
机电工程师,上海·崇明区·陈家,10-15K,"3-5年,大专",https://www.zhipin.com/job_detail/3e6abf19b478945d1XV739q1E1A~.html?lid=4R66DVQbjLz.search.72&securityId=_StfaRwkwbOka-r1pZLP0gF3Y3A9uvXhcYff4i604Az5AVxbrhV3bHKE7zKBGhJC5Rd88Qkp4s36S4gyvjqoN5HzwF__DqoYHRtKse_Vz3YUc4KZf51jUf2uOGf0Sibtx7EI7zN7SeA~&sessionId=,崇明区
机械臂运动轨迹控制工程师,上海·崇明区·长兴岛,12-24K·13薪,"经验不限,本科",https://www.zhipin.com/job_detail/dba76f1ac2ea32281nN63N64EVdS.html?lid=4R66DVQbjLz.search.73&securityId=rL-gbjOUlSoqc-Z1Txub7v-lT66Gv7i6yDMyvIJLiHXCZZfg0ImHymbdcSmMopqbSCUp-m8MU1aF5qrW1LfDPunCKHkUtrg3donJpU6eQCuRytYkoRLYbCDC3qJ9PFTZ2SdNG8YElf8Dzw~~&sessionId=,崇明区
电子工程师,上海·崇明区·陈家,8-13K,"1-3年,本科",https://www.zhipin.com/job_detail/bfdd86ffcbc2d4891HB93d65F1pZ.html?lid=4R66DVQbjLz.search.74&securityId=Sj3rgvvPZdPzo-X1cBfjbUI4jmISWFyTX4BLmTeTfnQZCVNOwxVrzTC4Nsap3ugz_20AfFtpjvM0fIkCOuyhFprN38o6WZB8i6mBw7u6FCTKWVFAkVXZshhdIGLIH41yqtGhOc5WuAmrPQ~~&sessionId=,崇明区
焊接工程师,上海·崇明区·长兴岛,9-14K,"1年以内,大专",https://www.zhipin.com/job_detail/db9a8b9fc11a2bc01HZ_3d2-F1dR.html?lid=4R66DVQbjLz.search.75&securityId=1BOh1EY8wP2g4-J10tMdAezWSDv_-ZV2flcUk5HWBIbXJJoymo_Ik2RqsYHpj1mZdwUoFUmECtaeSZK29wMHB_xf9COdB-oYyfDU5jLurZgqQGhPN6MsAT2jhf6IM9mRpPBJwHp_RR5V&sessionId=,崇明区
[远程]产品经理,上海,15-25K,"1-3年,本科",https://www.zhipin.com/job_detail/d016f944ab8b1e8a1nN53N29EltT.html?lid=4R66DVQbjLz.search.76&securityId=oAWjy3r48Wz2--l1X-BAP10GMDhGznzGQU-Y-M_yAuX5wuIKe-VASaxI0BpTJTPeoc_3jjdFgMm6q6QGhVABQPwFhDySH3G5UtWPtQlMfcf996kU9S8yxXWZQNpOT4nRnYYRNBeV-tDi&sessionId=,崇明区
养殖场饲养员,上海,7-8K,"经验不限,学历不限",https://www.zhipin.com/job_detail/5bea8d70e049a72c1Hd-3dS9E1JS.html?lid=4R66DVQbjLz.search.77&securityId=Z2Y8Qp9J68IVw-41P6s-PydVFt2I3WDqqIRL8hxsmBGSwQvE2f-Q3LkiFDqy7YZwHHVOUr6Cbp0c6ZQxcBaR4L5-1l09MPQLC5tLTQcw5N6O77_sQmUYfJTdA9kige-kjlcMkbNXqrY4&sessionId=,崇明区
匿名公司招聘工艺工程师,上海,20-40K,"5-10年,本科",https://www.zhipin.com/job_detail/8fd11bb1e759a2981Hd-3N20F1VX.html?lid=4R66DVQbjLz.search.78&securityId=5yz93IiH5kJNq-u1oNodmdQaHQFYECaAOXDrztl6G8XslRtjdVGAHFZkqaEW8p6GT1FiUAo5t666KUt4KpuweUG9lIhg1iKla21lYYCedPsHd6WZQZkoICuc7hzq-y3j2AE_oMUSCBaT&sessionId=,崇明区
测控工程师（环保）,上海·崇明区·长兴岛,7-10K·14薪,"经验不限,本科",https://www.zhipin.com/job_detail/791a04824118b3ef1X19292_EFZR.html?lid=4R66DVQbjLz.search.79&securityId=_1VJuQ6RWdX6K-Y10oBt9_4mrwepkyk0Tsojm7MUcJ4y4i1KD-az0qQUQh5LmHFWoodb7rFW3DbGy78Wq2Z0ROrY1GFF52kRjZIjnAXDWUBBgDcOF-p-dvmBAAcQe5r8RZgyTi-Iy6Y~&sessionId=,崇明区
技术服务工程师,上海·崇明区·长兴岛,6-8K,"经验不限,大专",https://www.zhipin.com/job_detail/b5cd585514319ce203J43N6-EVM~.html?lid=4R66DVQbjLz.search.80&securityId=1k5vxNFyzGPaC-x1OsBlJN7O_dDSu6W2ViljvSBDrufQMGeHyMU2wIF8BR_Sx4fHS3HklpLx4zI4xZ-vyBQA3I5V_tIz7a-F7IIgmetXxOoijkERmqb5t--2tW0E2INHeKx2twwM3w~~&sessionId=,崇明区
UE4  开发工程师,上海·崇明区·长兴岛,8-12K,"1-3年,本科",https://www.zhipin.com/job_detail/b9cdb07adeed92081nF63N68EVtU.html?lid=4R66DVQbjLz.search.81&securityId=w7A3SZ4rmZ0Cn-t1p7YVM0E9KUajsNJ-ARnKLw7_ULBmtYPaFqmV51ACv1AlFlyWLjNbTVmPfbU--l0Mxx6s01bY_PD3eWB5GxcLZxlSeq0HTuSY9yNhzdJOEf0FDyNsfyGZJ1fHqPTLIA~~&sessionId=,崇明区
数据治理工程师（法人库）,上海·崇明区·城桥,10-15K,"3-5年,本科",https://www.zhipin.com/job_detail/c71f2f459ec285031HB_3ty0FVZX.html?lid=4R66DVQbjLz.search.82&securityId=uhtviFVXLfUWO-C1Msm7ANwmWv9ezR4MPzqt5cP7W3Ft4-U1O5KffryiN8vKHdr3JjsLcVBcHlvkjmeNJjfk3__LPmFQHRaZjCNa_JMaSA0bfmkOlRaStyOaD76PaWRpRM3vS38VwA~~&sessionId=,崇明区
安全服务工程师,上海·崇明区·南门,8-13K,"3-5年,本科",https://www.zhipin.com/job_detail/f4c7e93e8d57a99333R_3t67EVQ~.html?lid=4R66DVQbjLz.search.83&securityId=wtl3ZpaJPYddS-M1oMMc2myt_0x9PQfsLS4rNhzoEP8UC-a9AndAp9H5bV3CSZwGpEf8VKgXWP10BB9PlQSNseNRPfSixWZ1owB12zwRUky0sAP3zWf7OUE8D7gX6ih5qT4smEUrUA~~&sessionId=,崇明区
游戏数据分析师,上海·崇明区·横沙岛,18-19K·13薪,"3-5年,本科",https://www.zhipin.com/job_detail/2dc3cbe54b71b8071HF42Ni4EVJW.html?lid=4R66DVQbjLz.search.84&securityId=2u1csI3lhcruA-h1Ir4kJSCzkcKj_c2VYZfqFU071y2vYKWfhnS29naZiune97oLFs6oyM-FEkHQqgq8tHOf-tDULerpoIG8lkgfirXZekokYocNBNQU3XzLsqVvPduCSl-Ji_6noyamYQ~~&sessionId=,崇明区
调试员/运维工程师,上海,4-6K,"经验不限,大专",https://www.zhipin.com/job_detail/ed45bd445719041233Zy3N65ElU~.html?lid=4R66DVQbjLz.search.85&securityId=S98z6ckyxfibv--194fJSb4E0vf47andiIhAvMVZnlGycMaI-4_LG_TqIGoA3XWZwiW3gJdTIqiqxcEbGvRoGumSs4igsjFYshH3s2a3oTHzkuWd_ErdHW9UsDLbEWkcSb4CydeYXqw~&sessionId=,崇明区
运维工程师,上海,6-10K·13薪,"经验不限,大专",https://www.zhipin.com/job_detail/0ca10df673b1cac61HRy39m9GFJV.html?lid=4R66DVQbjLz.search.86&securityId=nDhyIGcmgqO6Q-P1_NJDZ1rk-t4B7jV7qw3CLp4V7Hy6WQBNUjJEhIpASYrsLSMeC4SqvmC26kRBCVUTGrYbtix8oIyLtsUkhiMQYUg6jJR2T9H5G7B0AxyymI6O7XyJcRzcl72HQN8~&sessionId=,崇明区
UnrealEngine 4 引擎 工程师,上海·崇明区·长兴岛,6-7K,"经验不限,本科",https://www.zhipin.com/job_detail/3f4dc769e19c34561nR53dq7F1tX.html?lid=4R66DVQbjLz.search.87&securityId=fuUFx2qp8whf5-m1_BcuxQUcdbFAKYlQJdXs3qIxXAAX2Xevtmi60s4ChqUUPBcRtiY_YraI9F0Nq5tSoKjectROnn7fGmx_NUM4JM0LBhk7XFh5m0X7c2xr8GImXuhXlfuSlpwRi8CJ&sessionId=,崇明区
焊接工程师,上海·崇明区·长兴岛,8-12K·13薪,"1-3年,本科",https://www.zhipin.com/job_detail/5c3aed99bc8bf47f1Hd43dS0ElFV.html?lid=4R66DVQbjLz.search.88&securityId=2n24hOLYwZQ0N-m1OKvTTAbKqvKEIIVSs3Q1B7uXX5byBU9YjbreKqJjAG8xqyBO7tcQuG-ZEXw3uxD7gf1W6b7k4uptAv_J_egbJnZba8nyScqTN6BCxUCJ2zxOHVPtR6dDZtPXNsEUvQ~~&sessionId=,崇明区
电气工程师助理,上海·崇明区·长兴岛,7-8K,"经验不限,本科",https://www.zhipin.com/job_detail/2fb796303ee0d7c41XB429y_GFFQ.html?lid=4R66DVQbjLz.search.89&securityId=VqJyvYfv4ruQD-U1WX2MgAYTe3uZfDs0_-nxIxm0lUybtqBnW3ATaRqQsYwNikoKH_pTNIhK1Rbm7IikYTSRgHBDbKyXSGuJAhWambltVIMhBwsR0ZHbxyex02VY2xzriA_lpV4NTMpdgQ~~&sessionId=,崇明区
(远程)typescript后端开发工程师,上海,20-30K,"3-5年,本科",https://www.zhipin.com/job_detail/e682638e06cd21d21nV93d24F1VS.html?lid=4R66DVQbjLz.search.91&securityId=LLVGcwCO4KVLA-Z1aqW-pmwaAD-rqa1rJVwCtZJxfn89UBz-a-sDy3cf_Hr27ShfdiX_1qbpML2B7F_I2IrrUtHgYUV-vrPRfIjvi5kQNtQ0nUjOZIHLJyabRzuAumATniV7dA5l1oQX&sessionId=,崇明区
幕墙工程师,上海·崇明区·陈家,12-16K,"3-5年,大专",https://www.zhipin.com/job_detail/5f74079dfa95c1931HV50t26EldZ.html?lid=4R66DVQbjLz.search.92&securityId=vwQqtKllehefq-o1FTyYcFRmcLan8kag71XOZT726IkaZMRLnTn4zC_Apok8sTQlxR8TQ_D2RwbGXTuY8x5rpB6qC-VV8NExknKHRehPN0csXMat1xk0BBvPNoxo08Ivgm59p-LYPyIfBQ~~&sessionId=,崇明区
爬虫工程师,上海·崇明区·南门,2-5K,"1-3年,本科",https://www.zhipin.com/job_detail/637c0c80474f13cd1Xd83dy0FVJR.html?lid=4R66DVQbjLz.search.93&securityId=KXN3xXdqzFviD-I1JeM3kbKc8McbbN8Es4cUXMWLHmqR_eu213rc-12B6mn2DvE3myVrqXEr4E9uFL_uMyXb4k4Y6tYoBcnL_gw9o7S_cJclQqF16WRtZHUC-5iX08kJeSHaOIje4NZf&sessionId=,崇明区
高级渗透工程师,上海·崇明区·南门,10-15K,"经验不限,本科",https://www.zhipin.com/job_detail/60d040b369d8b70e33R_3tm0EVs~.html?lid=4R66DVQbjLz.search.94&securityId=mTGf-qqdwoROI-Q1N-19EJLpedVG-n5I64q8Jh1nO_e4A2v6B8C_nVVgiyyu1qwoXAsKVYo6Yvr8ZM9KZMf1YUS0Fmi8I_gLeurt-y6x4_iTRmNQEArmoBeohZmrt11isHpihPyRKg~~&sessionId=,崇明区
自动化工程师,上海·崇明区·长兴岛,9-14K,"3-5年,大专",https://www.zhipin.com/job_detail/d628366be47240db1HZ-3tq5GVVT.html?lid=4R66DVQbjLz.search.95&securityId=AYEZOc0gHrhR5-W156XiqmjsXnj1Uz3__kqRuPVAJRWPl6ZY9QhQggTxhBu2zcaZ6z9Y_MiWeVQYqNXWFBO-ZwfABTG5BY2jMgorV-lVdTrXdI9vNIMKhoQ0CjobBCPghDKnK6jVGW8W&sessionId=,崇明区
实习后端开发工程师,上海,4-9K,"1-3年,本科",https://www.zhipin.com/job_detail/2526749d61822d1433Z43d24EFQ~.html?lid=4R66DVQbjLz.search.96&securityId=zH2RiDNX4s8IP-A1IfFPSwvfuJmfGkmcbsQdhVeIVDHKULBNKFdCCEdumsciw1BDPRcoQA9UFItAmYMNV3Dg4K_ofGhn6QZYUZ5D_KhZTmdKrGbC9nvmfnEmP8t9HsQ96CjrsR4nWL0~&sessionId=,崇明区
LSTD招聘质量管理/测试,上海·崇明区·长兴岛,7-10K,"1-3年,本科",https://www.zhipin.com/job_detail/d8afdd9b0d3fc1191HF63N-5FlpT.html?lid=4R66DVQbjLz.search.97&securityId=3i1EINYGc6dhW-v1m8wHnw4ZIVzvDllUbkZZwCNRMaeYb--sZkv2ribNHCGVZHBW30nYs1d9WNvkvnMD5mkqIHYVUsbsnfpzDs1TN1sGC6sdQZmiNA2eCOfJjrZVc4MaAL7gGA6W8v-JYg~~&sessionId=,崇明区
焊接工程师,上海·崇明区·长兴岛,9-14K,"3-5年,大专",https://www.zhipin.com/job_detail/ced87d64f69cab3a1HZ-3tq5E1JS.html?lid=4R66DVQbjLz.search.98&securityId=KTAoDF_vir5Sl-c1GX22waz7n90SH3eGKRJTtFj-enfi48DfVzLamJ5vPACrEJxbOmXf9BGm_Zdg9PrJ8i8TuTGHrMsQXtMY0Y6fN_giSiP7_iN_nItZlry-YJ8xpVQJGiW0Un4DS9CT&sessionId=,崇明区
二次配气化工程师,上海·崇明区·长兴岛,8-13K·13薪,"1-3年,大专",https://www.zhipin.com/job_detail/61c8cc44dfdbc1a71Hd42N28GFRU.html?lid=4R66DVQbjLz.search.99&securityId=AM4B-IPG6tZT8-R1v9AsxhRXDcg7usk7Yuq1QZMM_lDa8f-d1RAT9qlAHL1f1hH2buefZGq3um7I_pzKJfIcjI0F0MOYSiD4ISca5CPXxJ2npk-hAuK1NQoFOYl34EU6vSR0ZcGq11FVaA~~&sessionId=,崇明区
gms测试工程师,上海·崇明区·长兴岛,10-15K·14薪,"1-3年,大专",https://www.zhipin.com/job_detail/6b8b010fb9cc71491X143Nu9FFBZ.html?lid=4R66DVQbjLz.search.100&securityId=vodeVfKKKCXlG-N12hnyrs_WOzb4smnL8XITgkrkAvp57MAsjFfMFudpaz7rNvnFKpmgDMC4IRxp0VSiKd2agV8D6JAo2ZdDZjyOKQ6_qjZPuYPSlp_E_axrXKI9FaG-sTdK4AIdSV4IjQ~~&sessionId=,崇明区
电气自控工程师,上海·崇明区·长兴岛,12-17K·14薪,"1-3年,大专",https://www.zhipin.com/job_detail/4ca624fa0e47a5091X1539--E1ZZ.html?lid=4R66DVQbjLz.search.101&securityId=lj_6CRmD1r-hG-s1emc3AoBnXuGl2QglXTQx--46AWAIttKDewNs0bseMvmZxb6kcmQw_A4v3krJl6QtnOzuiwSGU6tRTG7r_MaIVoHEBF_quF3tJHzO3o6z5qTTlyRG_4r_vVqXYNqNcQ~~&sessionId=,崇明区
电气软件工程师,上海·崇明区·长兴岛,9-14K·14薪,"3-5年,大专",https://www.zhipin.com/job_detail/855784a8a776ce3b1XB40tm5FFNT.html?lid=4R66DVQbjLz.search.102&securityId=m0V5Q3HwpInIQ-O1cwiSAm_cbUFoj-0WZPxxOi3P044NOV1uGioCgz7HB3Cz8EmEXwSWrPvg0N8QCiVdWEIQ6AsGOko2sMTQe0SIeG5oU1Gt2fEy5B6OJuiJHlyuTUci_rOcyoYzXroTDQ~~&sessionId=,崇明区
机加工工程师,上海·崇明区·长兴岛,8-13K·13薪,"5-10年,大专",https://www.zhipin.com/job_detail/7cdf066278ef8f541HBy3tq5F1VZ.html?lid=4R66DVQbjLz.search.103&securityId=ZX0iDKFsuiAFX-I1kaWwDaVdzsCS3-GncrGOF0L66_PmqAeiNi2WySeh8jCQrJbHfG1N6H6YxSqwgx7y4TlpNeg9CW1gsDWiNBk89XegQfo-oDwZm1f_Ix-WieOaewWg5xkHA8gyanQTMw~~&sessionId=,崇明区
电气自控工程师,上海·崇明区·长兴岛,10-15K,"3-5年,大专",https://www.zhipin.com/job_detail/4e62a7742caff2d51HZ639m4FVpR.html?lid=4R66DVQbjLz.search.104&securityId=et8q_VBFa7Vx6-p1M73Dys6A7edHBUKP55-IgY5_HBFJk1R4oQl4qGRFFany30RY02V_Q3oLDEmeqW99HrdnavNMFPxn0xz7pKtVR3dgcyb-if8xmtMRd7B6BXOL9QgJoVdhfmUslpZy&sessionId=,崇明区
二次配气化工程师,上海·崇明区·长兴岛,9-14K,"3-5年,大专",https://www.zhipin.com/job_detail/5b525f16367fd0ef1Hd83Nu8E1tT.html?lid=4R66DVQbjLz.search.105&securityId=ithIxi_njJdA1-G1OQJBxfjFeBx7xVhny6wuaUtnLjyrNDlLlDaDi26AKrBzIUZlyOt8BNuxpTmN12_jpi0wwt-DXjjRdOQumhrui38lmjRvvTuAnVA1MiMPdpksFvNi893OEv8KjYx4MA~~&sessionId=,崇明区
电控工程师,上海·崇明区·长兴岛,9-10K,"1-3年,大专",https://www.zhipin.com/job_detail/d0c4a5ae112eea631Xdy3dy5EFtU.html?lid=4R66DVQbjLz.search.106&securityId=TgKoyyzr9dA0O-g1tbmfVP3kYXLC8TCGwK_gyBz0RdHrbhkAYt2Pq8PuQgLlGc56NXBKIJ2Df_C7Dk9HKMNPwLSC2_-O8_FylKomf99QCflwZVe_CPbXZ503dnKf-bKHn1sVSZfcdaCrng~~&sessionId=,崇明区
上海良薇招聘质量管理/测试,上海·崇明区·长兴岛,7-11K·13薪,"3-5年,大专",https://www.zhipin.com/job_detail/51e7f6897e87c63f1Hd83Ni0GVJX.html?lid=4R66DVQbjLz.search.107&securityId=EoOgJ51Ox29UM-Z122xfYiwd8hK0XtOp18xsmxM157O1ysicvCr84qcdSBdi8i26sHOFiuahYvyXN_WfwpCGlE-TTs3LbNBxgfjCZK8xbVXX7yny75_Q4IIWy5d3sH9X6cthUg8GaC07Qw~~&sessionId=,崇明区
技术研发工程师,上海·崇明区·长兴岛,13-20K,"经验不限,硕士",https://www.zhipin.com/job_detail/3afc8cda693bf2741XB82Nm8GVZQ.html?lid=4R66DVQbjLz.search.108&securityId=fGbfn5VrKjD81-D1-0x639yGI-3OEQL6Mp4_tpavukoK1qMigAjbrpMxD6tlVrlCzWlgyhBwI0asKYZRkEyi9VforAYdfYb17XA6Bdk7ja03vnQjHuWLU8LeEZlGplvHfhy7PaIKtp6DaQ~~&sessionId=,崇明区
主系统气化工程师,上海·崇明区·长兴岛,9-14K,"3-5年,大专",https://www.zhipin.com/job_detail/8a51224c0eb940171Hd83Nu8EFBU.html?lid=4R66DVQbjLz.search.109&securityId=BDZiasVox06PA-r1pOP0pQxN4dv0BlJNhJqQOCsDiFBilYZp8P1sxjyHDHBQP8EAv6EcgAcnAUH-CoYXs39ii06JfnyZehY0YSQTCV2Uvk2nSgLRH3yp2p1IA_4BhhCb2CapotBnFvdVtQ~~&sessionId=,崇明区
设计工程师,上海·崇明区·长兴岛,13-18K·13薪,"经验不限,硕士",https://www.zhipin.com/job_detail/55cbd46e4cb762241X1-2di0GFZT.html?lid=4R66DVQbjLz.search.110&securityId=cKTRoE90WF71e-p1JRG7uztWs5_7oTavYux0h_8K8YeGI_kh7MAlVe9RNkWwhR5ImhkF2NWeb_HxjkYI3WcWKKM80I9GQT0CypSQhSgYf-6Y1vBlH_VwT2Lk8VGqJqhjAfkcWZFR9Sl0dA~~&sessionId=,崇明区
系统设计工程师,上海·崇明区·长兴岛,7-12K·13薪,"3-5年,大专",https://www.zhipin.com/job_detail/803f0efc530ad2f61Hd80tm8EVNZ.html?lid=4R66DVQbjLz.search.111&securityId=7Ap9dB0kBNIKK-81D4EvmmYsTdYL5Tiuli2xoLyxctQdzqMq9F_X8emSQ8lUY-gRTV7u9HFT8xeuI2fEneODNHb2LawYL-cmkj7LvQpQXTgcUBQRX-DumVQjH_nbFD-HEXppcpxFhlfIfQ~~&sessionId=,崇明区
视频编解码算法工程师（北京、上海）,上海,50-70K,"3-5年,学历不限",https://www.zhipin.com/job_detail/c02638b80c5ae6ab1HF60ti-EVRU.html?lid=4R5xvK4OQ4v.search.1&securityId=Kl2RP0BjfqUf4-n1eOtp-SEnRFnKQsnBX9c489QGvrHw4tmFWwaf0eGXCScWTKEVi3wTUD5jWp6kZFw1lbMHLQwahfm33kwb1wylDFP_lghceb8T1sh4LUZ6SefE3M128RqVTRFVuA~~&sessionId=,黄浦区
