名称,地点,薪资,招聘需求,详情网址,区域
自动驾驶预测算法资深/高级工程师/专家,上海,30-60K,"经验不限,本科",https://www.zhipin.com/job_detail/e6effbe26e2e89781XJ429q1GFpQ.html?lid=4QYW6hkeGb3.search.68&securityId=l7VshMk9SQxu1-S1LbEYlZs87jPWPpe9zlcWTF41LLLvojsApTSelM08440-aBhWLAMJUDmfeCt5EzcPiB_Seez0VeElDAv3ExdLDeT54F9KYiQqzL08bsGPdj-enRwrpV1_twR1VuU~&sessionId=,静安区
BMS软件工程师,上海,30-50K,"3-5年,本科",https://www.zhipin.com/job_detail/ab6333f07e5ed5321HB42tS7GFVQ.html?lid=4QYW6hkeGb3.search.69&securityId=rld6k1g5gS3lq-w1l2uPSezBH-pLAErd5e8WMlRY764BerEHRDeph-eRNeaokHGgRM6PKUIPq8yv6LBoNFKzKwIcqcke0UlH_s8q_OhYdsm1UV2v7_w2-UhxDbzrNO_sFOl4VALLOXDl8Q~~&sessionId=,静安区
资深 Golang 服务端开发工程师(A253852),上海·静安区·大宁,20-35K,"5-10年,大专",https://www.zhipin.com/job_detail/e032346bd79b66e21HF40ti8EFBX.html?lid=4QYW6hkeGb3.search.70&securityId=vzLyOn0uHVB9k-m1xVzN1qfvLZPqTcqLw5zgUm3-JbeUX1r208fXJPkk35nBP-QRWyvUFc3wnZrAesR55uVHNjno0mTZ2uTCjEom9zG1jJIRGt4P2wBQigF7IjGbvd6Azn9boD971w~~&sessionId=,静安区
视觉算法工程师（可解决落户，提供住宿）,上海,25-45K·14薪,"3-5年,本科",https://www.zhipin.com/job_detail/7938ad283d9ea7481HF53NS7FFVY.html?lid=4QYW6hkeGb3.search.71&securityId=VOkaSdLu3825x-R1eYvYGIofZqEdky9N9n78sFSG3QLhHw5HNihMTmoUo2x2OPgGbPYD8b3QNFUhIHDk2Uus1_Kf65d-dOd8Fi1rIYp-E09Mba3LcrK3Sfkz1rhFV5bm6c2LFEVNQo1C&sessionId=,静安区
客户端开发工程师,上海·静安区·大宁,20-40K·14薪,"3-5年,本科",https://www.zhipin.com/job_detail/a6892760737da75b1HZy2dm5EFBQ.html?lid=4QYW6hkeGb3.search.72&securityId=1hfXM5vjwnIDH-t13iT7U1D9huc5JVmC7Su1NbY9fdrUvG7px90DhCw8ZskSJUf4OaDxWv6O7X_tHE5ptlaF0PleXO1JBedDTfzhwhkOsBaMsUSpSfrIeOL4p_iY537zq5dDyXLOrTOpyDOPae4jBVWOb-LYjvu1q29BTDzRNA~~&sessionId=,静安区
IOS开发工程师,上海,20-30K·15薪,"3-5年,大专",https://www.zhipin.com/job_detail/17777f002ad76c1c1HB429W5FFBT.html?lid=4QYW6hkeGb3.search.73&securityId=L0vs4D_iASGH6-J1wAHV7OvFKo5XtW7BLfkLd0R0qnvQxbORWHNIYZlBIsALfm4IWv8Mb1LDXB3FcDEnjNYvDk1jI0rgAKGQQ5un59ZkeSkUsQYJpVw4cmdn9z46p40lZgV09Wc8pAE~&sessionId=,静安区
高级软件工程师(P7261),上海·静安区·汶水路,30-50K·15薪,"5-10年,本科",https://www.zhipin.com/job_detail/1fe7485679dddeaf1X1-2Nq4E1JS.html?lid=4QYW6hkeGb3.search.74&securityId=9qekH6ExP2JVm-11Sc5v0kBhOnx1JsJdaRqmnZMyzsnXdymBoQe7YsFQqrN_u8h_mXRXEYd7IN-XNzZ2RvyKnNiOClTDr07XqC7YcfjFOBKCbWdi9ZxoXz82agjPN8ZD4ZWQMMt0RwuFrQ~~&sessionId=,静安区
霸王茶姬-网络运维工程师-上海(A85740),上海·静安区·江宁路,20-35K,"3-5年,本科",https://www.zhipin.com/job_detail/849e8b6e20062bc41HF42N60E1VU.html?lid=4QYW6hkeGb3.search.75&securityId=DNBHAy76rnTYf--1EPwU2RhVzoV-FmP4QOmheAg2G58Oo1XUPL-oecwCFImD21n7rbqI1Qoqs_FKXgxmWDjRNBKOoegpysdZ-YzQ3aorfo29Lh0kffgpo4CcYXL06G6HrmCP_ZzlbNt9&sessionId=,静安区
几何算法工程师,上海,35-60K·13薪,"经验不限,本科",https://www.zhipin.com/job_detail/ebf6c4b998cfabb91HF70tS8FFFR.html?lid=4QYW6hkeGb3.search.76&securityId=wuaYYlyBC50WA-q186x_XO7AL5K1brrdjHsPh5F9WrQW9qL3xQ8X6RLnLSzeCNM35v_P_4FQ9t_LoIAGq0PppQanYxGvNUsU-WouQ-_lTyGsp-mDXLpFYeAsTX1Qe27GPF2MZ4rhC90fIg~~&sessionId=,静安区
AI大模型算法工程师,上海,20-40K,"5-10年,本科",https://www.zhipin.com/job_detail/484cf98812ccab5f1HF60tW9FlBV.html?lid=4QYW6hkeGb3.search.77&securityId=g8TZDF6LMTFkS-I1Bx9GXqbXh4951A8514j9K-ls6Rm1vnHylKzt42r9V0E97Pw7DM4oexwgE7yFyUShJXc87nbDiUUzBHG_gdKk5pvBiEIXkjPpYXDWL0melbKlOiETm2euFINm8OEn1w~~&sessionId=,静安区
数据挖掘(算法工程师),上海·静安区·静安寺,14-20K,"1-3年,本科",https://www.zhipin.com/job_detail/c4c4129dbbad4e8f1HZy39m-GVpR.html?lid=4QYW6hkeGb3.search.78&securityId=D9ybgSTdcgdkX-N12h7iD3JV0b9D_nUp3NRXwc4k3PM_pquwlXSMHCv7XV1sQcpkkhhzbi4BygDTz0lqOFQbCCPLL1_DSTWyE0y-SAc7pzLoh9_bH9kA1xM76bM9C3Wxr3FsydrotA~~&sessionId=,静安区
振动信号算法工程师,上海·静安区·火车站,20-30K·13薪,"1-3年,硕士",https://www.zhipin.com/job_detail/5a2dc450253e09fe1HB93dm0FlFW.html?lid=4QYW6hkeGb3.search.79&securityId=IhB4EcF3CAWc7-_1RXjX8vUiU5lIZ_C2uL1kfzDNdvmQfLm-ohNW2EoZBF3cFXcHGfZF46sT1iYI0rykls6SeNqzq5vvo9AvkYtTgz7Zg_RRYwFBXaO81nAfdHJhBoOTfoJ20PrB8g~~&sessionId=,静安区
nlp算法高级工程师,上海·静安区·静安寺,30-50K,"3-5年,本科",https://www.zhipin.com/job_detail/e53ace08bcb785b91Hd83tm6GFRV.html?lid=4QYW6hkeGb3.search.80&securityId=DUCpTEntyCb4Y-n1PhdlSDMrxuCsPmSBrTvUQI8Sn7LnsGl9_7k6sIdk4swbOho40TfANgoj8Kke_TznFzSWw7F0f5eXRJVSdiAL5K2_bLerP11GFIgyDXzyqdZPn4ZpvUTjyJc3maiq&sessionId=,静安区
golang服务端开发工程师,上海·静安区·汶水路,14-18K·13薪,"1-3年,本科",https://www.zhipin.com/job_detail/df878c52395864a71HF42Ny9FVtY.html?lid=4QYW6hkeGb3.search.81&securityId=hfalM87vLT88G-e1U0H-KO7vKpuD2zkapuA_Vv_DiN-f0z9JSYoAqftESuEy1-fVmJuV9UzW0vPX4Emkxvqtdismi7Qzj62Ih3qQzkKg7f4GPi1R-bEaAPs1O4uisfPcoF3lwJbYOozFZQ~~&sessionId=,静安区
c++高级软件工程师,上海·静安区·静安寺,15-25K,"3-5年,大专",https://www.zhipin.com/job_detail/4f5c67e1304646461HF53dW7ElJU.html?lid=4QYW6hkeGb3.search.82&securityId=PXN5WVAzTVK1o--1_bLc9KHis_eEl87PCWJUovtUwSF6C-5twhvEiNMGWdLOy8SVwxiJ6v7xlNEsdHP0IwFHwgW39x__JL8MJom3zLL277QMNj3uv9moqUWF63Pm7zbWpsAoU4CD&sessionId=,静安区
phm算法（故障诊断）,上海,20-30K,"1-3年,硕士",https://www.zhipin.com/job_detail/d58d230b10b6dadf1HBy3tm8F1FR.html?lid=4QYW6hkeGb3.search.83&securityId=3t9OBxdzLVmkp--1WN64ERphdlz-5Ysxz5nX3zgFSHTW9fFDqXQKd0DGVayn12ElhxsKSMbMAOSAMEdY6EezgVAlnqANZ70QTx6n7LNX2B2B2IYVh_dqPjZb_nDPv0y1ITPX0Z87L-dk&sessionId=,静安区
算法负责人,上海,200-260K·15薪,"5-10年,本科",https://www.zhipin.com/job_detail/2897f0963b8c70fa1X1809i-EVRV.html?lid=4QYW6hkeGb3.search.84&securityId=pCH4Zwag_ejeC-h16PAsMKC2j6cj7CVZWNNapFViiHVePb8pvXO9nQr8oZmcqPhCneBlOcpw-1NIyoHlBp8T37EOxJs9ozJo_JoHGuKVOQSi0yumim_tMINs-MO0Yq0XV6PcRf__&sessionId=,静安区
C#工程师,上海·静安区·彭浦镇,13-17K,"经验不限,大专",https://www.zhipin.com/job_detail/0bee51d9b4e272401HF409m8GVFR.html?lid=4QYW6hkeGb3.search.85&securityId=ipjtcF8Da2JrH-k1NsxG7-_Jyllu91Th_RHL8mFSpQLCGbezQyJ0fhrDrDvb_aNYdrLovjAMvYjGFew9yQEm1zp2jAODnvxEYGevERt-hL1l6qFk5XZ_AIVfnJSibgcALFVXf-DTnGUP7w~~&sessionId=,静安区
算法工程师,上海·静安区·彭浦镇,25-40K·13薪,"经验不限,硕士",https://www.zhipin.com/job_detail/fe07bc6b799e23b70XZ-2920EVE~.html?lid=4QYW6hkeGb3.search.86&securityId=D9s7CF8L3Aloh-f1UQj9Hu0QbgYfLavppLvzICgteJqrGuNXBW-7zPPCEHxSlJI-SuO_QD0qnDYEpAxPYd7YHjO5R83fMn0gWqjW22W_uEfDKG_3dvFERaKmqvBtqfJSKSrL1LpE1Q~~&sessionId=,静安区
医疗算法工程师,上海,25-40K,"1-3年,硕士",https://www.zhipin.com/job_detail/86c1af50f1c0aad41HV43du9GVFV.html?lid=4QYW6hkeGb3.search.87&securityId=LJQlJFlfV7iT3-O11H9MfWqQ6tbID3Pz3XBKsccUCwPQXqL4PqxdXU8YTPhREy29sncyEu2IdX5_Fru3gU9kL7pfE0fVeKOLmM1HIDjJNJrqzhlZJwSWXTN8x5aj2kg0PyIG-Rqbpmg~&sessionId=,静安区
推荐算法工程师（外企，不加班）,上海,40-60K·16薪,"3-5年,本科",https://www.zhipin.com/job_detail/a615ff4f99d5b11a1HZy0t--FVFZ.html?lid=4QYW6hkeGb3.search.88&securityId=EDybbgWXICRaf-k1VyyohLsQ7dEmT-LMKJdm5XUyjULG1n5Z0W98ATEmSM67ynLjGIer24LuHQR87y_SvikamcTfZUh3UjgYQQ9_grGYQnKpxCzH12Yrfk6Xwqu4W6vjyR8Zfu_am9A-qQ~~&sessionId=,静安区
数据挖掘工程师,上海·静安区·曹家渡,15-25K,"经验不限,学历不限",https://www.zhipin.com/job_detail/a3b3af2c479ec2fb1Xd83tu0EldW.html?lid=4QYW6hkeGb3.search.89&securityId=FJnXTjK1EJKW2-71UaUZd8oaOztQnYYNaTBTkXjohe3ZC0xjWS0D28YtQslYptIcOBsdVc29nI1YCh8vHpUV6TpwFELyn8C-MUaP0pDPtCVxlCN4rvMF7SXleT47278S3tePReHUC8MO&sessionId=,静安区
unity游戏开发工程师,上海·静安区·江宁路,17-20K,"1-3年,本科",https://www.zhipin.com/job_detail/05c18ce9da51086c1XB-3dy4FVRS.html?lid=4QYW6hkeGb3.search.91&securityId=zUCsDluN9pOcA-61G49TfDX5dN-cMkkX03JDRp80Fj05ubKiU-UV9hxT3u3ca3niLk6TljwWrUgYVIG7L-TA_HqkI0575cV60DFqfla2-i_JMWZRloSdMXPe79CIDWrh5tDV8fMFbz0yEQ~~&sessionId=,静安区
大模型算法工程师,上海,50-60K·15薪,"3-5年,硕士",https://www.zhipin.com/job_detail/5af51c8c5eddddba1Hdy3tu8EFVS.html?lid=4QYW6hkeGb3.search.92&securityId=d4JcWmb7euK0v-01kMl7vvurZPUk5HQWcAO6vKy1KgVwEJou8QZiZNOytV6EfxQ8PUVX2wNl48VjVCTVMVErVQd2AGrtxCvKixU5B4fEBxAvfLZB77dX3Xd9qLy3jTB4Yc74lFGZl0E~&sessionId=,静安区
预测算法工程师/专家（base北上广深）,上海,50-80K·15薪,"经验不限,硕士",https://www.zhipin.com/job_detail/bdd5d840b1a071301HZy2dm7FVpW.html?lid=4QYW6hkeGb3.search.93&securityId=EOvnjXZgjjdPk-V1TuvOMjBgbvez4BKikIalV6K06AGUnPlvyAGyHLePp5ZuYNMwPU9nv5VJSOCbMxfurDL9l83DmJpQtIyjsUVcZZrOhMM6Qg4Y0sbLF4DhaU3aLE8gSDEoCnrIB8w~&sessionId=,静安区
大模型算法工程师,上海·静安区·彭浦镇,25-35K·14薪,"经验不限,硕士",https://www.zhipin.com/job_detail/9646856881609da71HB72ti9GFZS.html?lid=4QYW6hkeGb3.search.94&securityId=BpNs4EuI4aHrf-t1DddXOFrzuHYdB6779bN3dc-K3n1UwYh9474r9zycEsc9G4UEmHcAEwYKgCduhvIZRAaUzwceE70_n_V5_Mh-OjAnVINgk1Wq41hA2fzQTGaIIzdlWuXeZscJXZE~&sessionId=,静安区
bms软件工程师,上海,22-35K·15薪,"5-10年,本科",https://www.zhipin.com/job_detail/066d4a62154888391HB60t-0E1tZ.html?lid=4QYW6hkeGb3.search.95&securityId=03QxxVyis7QPa-M1rOc-c2hxOhgSEjkOBNTXfWpD2OIl5gAqdw17QV3EvM6Akh5BDg1T7h-zECq1ZKwjhE5jkxu__cvuSvkd8Zxr5LfM3DGLnS8uUJYVIqj6vDnmQuWDaQy4oVkONQQJjg~~&sessionId=,静安区
数据挖掘工程师-信贷领域,上海·静安区·汶水路,15-30K·16薪,"3-5年,本科",https://www.zhipin.com/job_detail/0aafd0a2b499b3e31HF62dW8FFdZ.html?lid=4QYW6hkeGb3.search.96&securityId=HX1gwYOl0pkN9-v1JSD7Ca7dtaluczGQ82A7u56IdcKko_dpkYMycIm8LoZDqPN2oSl-LeRc4fXbMSPhBtTKlS-v9x3jFmiUNC-lE-asSMuWE15GvrXAqQ0BzsQstOfWQND58VyHWtrRmg~~&sessionId=,静安区
高级嵌入式软件工程师,上海,40-70K,"5-10年,本科",https://www.zhipin.com/job_detail/a38be222720479a71HZ53NS9E1VT.html?lid=4QYW6hkeGb3.search.97&securityId=9sm5Yus90KnsU-o1JbaIetC9c78LiOdHZ0xT1JLEFI_zwTDgsu48NLa2o84OHnXoYd40f1_onKBjmD6Ct0MgcrQDrKtXu-fO_IKaQ35T2vTx9CK9Q3iOEvm0jqtSKmrvbNPqV3PsJzchIg~~&sessionId=,静安区
算法工程师,上海·静安区·南京西路,20-40K,"5-10年,本科",https://www.zhipin.com/job_detail/8b7db07669ad8c601Xxz3tq_EldQ.html?lid=4QYW6hkeGb3.search.98&securityId=Vo3cEVv8IQIms-11qGVqNZQX4A58XkG5THejYZ7U6x8pmGwdQ9HsH5TkiMwrP31Pb1gXkT8jH_A1pihSrmVCJnkKBDTJT-1HD6i4NQ7Py3FU_47WNUU5x0onJvHBxx_pjncokdRfbxQjDw~~&sessionId=,静安区
中级数据开发工程师,上海·静安区·汶水路,12-18K,"3-5年,本科",https://www.zhipin.com/job_detail/4b2ffe071220be5d1HZ4396-GVJZ.html?lid=4QYW6hkeGb3.search.99&securityId=I3YxaMUdC5U7a-w1CBuFtGwH1zsdizRUiEx7TikYOlWE0LaEWzsmHoyLtHW9IuHAmMe8C5ioHzB9YxksnFa7WPK-H-EVdhCoa71_s1-GrHA2EjZ_-Tn9ORk2rdz-q1ZMxUuugXu1tdAR&sessionId=,静安区
推荐算法工程师,上海·静安区·静安寺,50-80K,"5-10年,本科",https://www.zhipin.com/job_detail/56ad851614c52a321HBy39q9GFRV.html?lid=4QYW6hkeGb3.search.100&securityId=hZPVDm64OOQzX-F1UOmw1qt2Tcg9Okpzi1SdN1ScTSSMvViQy_pIPeghoxL3PtGc3bd3_pf0LhPiB8RAQyaCDvjqrJMS_PGIZGfrr8VNPs5Tc0jmCDJ8pUY1UsQBbmxd-lkddTxuDTo~&sessionId=,静安区
嵌入式开发工程师,上海,20-30K,"经验不限,硕士",https://www.zhipin.com/job_detail/66fd5e6452f945081HF43d69EVZV.html?lid=4QYW6hkeGb3.search.101&securityId=aelsyVigPTiOg-21LP0wxhwx8X5IF0QCTdEFo7LFQzcqN9R4YoIivHISJeOpUSspPNL3D5DATacxP5zPwKKFQRjtCP-Z2A_2zYTAvxLiA23OZIx_jHLBEzTIaPbhaakWWZDV-ofa_qg~&sessionId=,静安区
匿名公司招聘电池工程师,上海,20-30K,"经验不限,本科",https://www.zhipin.com/job_detail/cad5e2788bb283381HF-29m6GVpZ.html?lid=4QYW6hkeGb3.search.102&securityId=jD2DRD6tOu39n-W1r9XOG2PdjJVZzKGJWE8l5SVyXTnKv9NRvDnplEd2Px35Pi8EajOrnPeWFVL02uK7gIAIkuDpicMvbiHSjNsb0KA_s1eEmDORGI_BPu4k82KtJr194CHSRNgaKhscWw~~&sessionId=,静安区
研发工程师,上海·静安区·火车站,15-30K,"经验不限,硕士",https://www.zhipin.com/job_detail/56c6bc74cfe8701a1nV829y9EldU.html?lid=4QYW6hkeGb3.search.103&securityId=1QXM5JFSP7FYY-U1CfdxsGHQMJEhs9NcpUXNHO_9j0UG4u_0-9fxRVORg0ZlvMTq_QR30iUDjVDEyKUEmlTaeE80r12_V-cH6hrRzcIp8tZuapZ2dqHPP2_m-CHZlWMygiTsV0DqkOl2&sessionId=,静安区
软件工程师,上海·静安区·静安寺,25-45K·15薪,"3-5年,本科",https://www.zhipin.com/job_detail/540c6f595f8e06251HZ-3di8FVVW.html?lid=4QYW6hkeGb3.search.104&securityId=ANVpmVOUVDjoj-w1q3ROt7KjAQUjEILSKTg4zKsp-SfiqYFZ0Y9zlozYo8642Hqf4tBDdk-B7O6e14RtT6A2tw_5SWERJjcz2d2pDP862b_TFjr_gUF_L4up53K-HRBJkV053eLvgA~~&sessionId=,静安区
fpga开发工程师,上海·静安区·汶水路,15-30K·13薪,"经验不限,本科",https://www.zhipin.com/job_detail/de0a92eca9ac10cb1Xx80tu9FlpT.html?lid=4QYW6hkeGb3.search.105&securityId=aeeL5828-agrc-p13eUfC5baTGrZPH1e-Vb76fGoH2odEjXvUgXHoPXbLJMLmm4VHHamGoc6_--2t_puv7DqeLS3Bdf1N7RwAkw3p0dL09GNVqVhvFGW_yPC85cUr2CbwjQPIFCA_A~~&sessionId=,静安区
D7/8/9 -算法工程后端架构专家-滴滴网约车,上海,50-75K·15薪,"经验不限,本科",https://www.zhipin.com/job_detail/e05b72e32865db011HZ90t24E1VY.html?lid=4QYW6hkeGb3.search.106&securityId=_izN9nGl9j5As-P1yLr-Sb950LWA7F6ynngFxsF1EqSMN1U0qM1V522Gu8HUY9hTLJdPT0jG82Hb7PM8ZtDDcv-m9B2-B8wVUbneQb2jzgUQua_Jo1U6tQGUgLv4AzI-Jndh5bKasQ~~&sessionId=,静安区
数据仓库工程师,上海,18-25K·14薪,"3-5年,本科",https://www.zhipin.com/job_detail/61d21804600275f31nF-3ty-EFFT.html?lid=4QYW6hkeGb3.search.107&securityId=WodSQbnWugvRL-11zMTI8nPOeFhom1LstQw4UvSqkkSXgSJhl0HnyKEI1hObi_2ssV6BF0leoXvVrOverDUFQSdRnhGggCrAImkS5MnspE8YCgf6YcJNOPHhvgFW9r-I4n964fRamg~~&sessionId=,静安区
游戏后端php工程师,上海·静安区·彭浦镇,16-25K,"5-10年,大专",https://www.zhipin.com/job_detail/de9e54793afdf9951XV_39u4FlBR.html?lid=4QYW6hkeGb3.search.108&securityId=THk6xZwQX2LJZ-21X62uzVo4eodUxtLo5KmR76DzFp8ejkVFfYx3wy3TIcNcZJ_yk1hfaqDNIpBNhtSuUsT6B5PIK5PsF5NUD3IMl68U3xyplFEFKdBVybklXW8mDXvmT2RcQirLsPM~&sessionId=,静安区
golang后端开发工程师,上海·静安区·大宁,15-30K,"5-10年,本科",https://www.zhipin.com/job_detail/ff57158eda450d861X172N29EldW.html?lid=4QYW6hkeGb3.search.109&securityId=7O7aHmT4zdCUO-M1YI0yu0qFEwjjLRw-_3zbWAx3S_LFNhlKhjM_Cvt-e1tQ6kOoI3bZOBAmABbr8AWVAgb2KeCtHWuHeywdtgbgWNN81NbPwgipFHY5uan3h-WdRoEng3ER_15eKa-g3Q~~&sessionId=,静安区
高级软件工程师（逆变器/变频器）,上海,40-60K·15薪,"5-10年,本科",https://www.zhipin.com/job_detail/53a29628ae376f1a1HZ-2Ny1GVdW.html?lid=4QYW6hkeGb3.search.110&securityId=K13ORUISSNcaS-t15TaCeRbGvkYDMWu5_AQ9TcY1GbV6RMgK-R4T0TZLwpjwzVk_fxEuVJOm2LaA-BE8swwBdS5id__XXcfcbL8hw_wAt5FHGsw2scqZ6X-ZopgUVzTaPmiphG1VoQoAyQ~~&sessionId=,静安区
高级感知算法工程师,上海,30-55K·15薪,"5-10年,硕士",https://www.zhipin.com/job_detail/15a4b5f1b4fd3fcc1HZ-2d24FFVW.html?lid=4QYW6hkeGb3.search.111&securityId=VdqyQWQZ5Z5Ff-Q11Maf0Tr3UYC9itCmM409dSs1uvwNELOYrWFp-jr1S1cjtbTqIrD3ouNitiXxgjx1uOFkXKPNgnZAzchrIbuV75OPjDQ6YeTvekGVPh3X4kjukIR1HvOw-Sw9ETUb&sessionId=,静安区
PHM工程师（算法),上海,20-30K,"1-3年,硕士",https://www.zhipin.com/job_detail/b7adf10aa9a6d0be1HBy3du7EFdQ.html?lid=4QYW6hkeGb3.search.112&securityId=_E156yn1VqQDf-n1mrzvbBgbeabDwAsNPflbPVSaOlziMVXDDAUhaWR_MfZJk0RGy4uPC0VmufZEnA3WvhFZjYItGli5r0p7Mhxzf5pFiqt9SO7y04C5AKnOBsm2ZJjw7fKsUeMQGdwE&sessionId=,静安区
应用层软件工程师,上海,35-50K·13薪,"3-5年,本科",https://www.zhipin.com/job_detail/b8ecd970f06572ab1Hd62dS9EVJU.html?lid=4QYW6hkeGb3.search.113&securityId=2v_a-giLkxect-i1McGR2kvOtrp0RvcX8G46KtXDl_o1oU0bvzBO-BCGozBy3jltSo66ZhcKTFmrfeXHY08HL228uc-kk-61nBtzYW9lrLdH9Jv6iv_TYpasCKzEKyfST-bktVXuZ7lX&sessionId=,静安区
golang工程师,上海,25-50K,"1-3年,本科",https://www.zhipin.com/job_detail/1491120004146d9d1HZ83N2-EVpW.html?lid=4QYW6hkeGb3.search.114&securityId=lnWPXFnV8VhFW-C1IVVRiya_1uHI5ViBFURV26EexPFgmJR3kH5A1vZWLGzcpa57C9Vbqf5BgvJk2LLf7rs2DS9rt4vdera8dLNfleZ-TWOD3r2f9ts5o0uI_vcW-yFkvb4sP37YMQ~~&sessionId=,静安区
算法工程师,上海·静安区·汶水路,13-20K,"1-3年,硕士",https://www.zhipin.com/job_detail/874e12d267c717921HBy09m-FlNR.html?lid=4QYW6hkeGb3.search.115&securityId=U3ACnfZiQrtzo-p11XqicOxvCNykLOl7PnBOAXw_Lf7VWdsamAfvv5_0Dtqp47R0ijYtwZpofW8eDlDRlUd0ExU_bY92FG2fwlrBxVXn4qdDyomyL4y8zCEL6D34_vsaAT_tuIgYuQ~~&sessionId=,静安区
bms软件工程师,上海,25-35K,"5-10年,本科",https://www.zhipin.com/job_detail/4272081214503f4a1HB60tq_EVpU.html?lid=4QYW6hkeGb3.search.116&securityId=EXwOqZYD42fMj-o1iumC-J0lgyi0RsBAGcSZ9VLCTb_B7_yPCxJMRWYNqJ76tb85tFLaYfH924p304vMtyt5S3s-KUtEPueAhQ-5EuZcfdLxy4_EntYFJRp5mafsZRWB_81_V4faEV--8g~~&sessionId=,静安区
C＋＋开发工程师,上海·静安区·火车站,15-25K,"3-5年,本科",https://www.zhipin.com/job_detail/dd2ff0bc5a3fffd31nF92N27EFRQ.html?lid=4QYW6hkeGb3.search.117&securityId=_JXT2MuX9vmhg-H19H4XWbR6ZFra0FtbFDcO6nErFITUPrYqCiBXOm6pIpKnObksz_Lz66G_4dhZXfXxJafAu1gnsNAw1wH8wk3TBtcrqAck6uy99VeWyFvPC3LCWa3ArRskv8Dud6s~&sessionId=,静安区
高级储能嵌入式软件开发工程师,上海,30-50K,"5-10年,大专",https://www.zhipin.com/job_detail/e4831d966273f8721HF70t2-ElZT.html?lid=4QYW6hkeGb3.search.118&securityId=N5gBhE458axuS-k12MMuxnZhIYvOjUB2qENMswlGKqSkYzXZZOLpWLv8aprojhhe6THOJr25YcGR5Riu8prUaRnaAiD8D04remqy7bU06W-rr9eYyf4BmnU9vAElTm5K7_KWemxqVR8~&sessionId=,静安区
算法工程师,上海,30-40K·13薪,"经验不限,硕士",https://www.zhipin.com/job_detail/9c58e3ec511330c01HB-29u0ElBY.html?lid=4QYW6hkeGb3.search.119&securityId=hmczhTi4uIcGw-b1PwQRQ98JZ7R9uWR_ssicavjuOpsiAnSnEs2cEM-cR7BIulRNARLbFkyyVybu_Ln7nJNGF4_04JZdJlglD3V4XYHEjcOOrmY7hRvJ2axwhMVRZ-m8mMk0pbKANg~~&sessionId=,静安区
手游前端开发工程师creator,上海,15-22K,"3-5年,大专",https://www.zhipin.com/job_detail/6bc353177f26a6701n182dq6E1dV.html?lid=4QYW6hkeGb3.search.121&securityId=Ydlok10u9PgFu-s17eDVfPU5b7BxtQDRX89E3QBFBH5aeC9umKZ61arsfEXcWlRrU2w-U3Zx3AOJNlZGDYppkpygxrwjqg0A1EC-MOMUe_tf6VDq5jLJykR9Bx8Br7pWV_Zr3NVMJ8I~&sessionId=,静安区
ETL工程师,上海,12-20K,"3-5年,本科",https://www.zhipin.com/job_detail/034867c6aa0c383c1nF93969F1RV.html?lid=4QYW6hkeGb3.search.122&securityId=BJYvcY3v4zkhp-j11Ri5hi9Dp3pzRv-140BbS5HWDiRKnr4oZeYvTIpeIisRWL0IzsUqOGEQkxvPIP7k7hYpYZF8Dh7tZrtueRieVverWvThajMxX0Klli_7VE5PrzKreOZOvWVJrw~~&sessionId=,静安区
MCU控制算法开发,上海,30-55K,"5-10年,本科",https://www.zhipin.com/job_detail/21b537a526a3400c1HVy3964GFtU.html?lid=4QYW6hkeGb3.search.123&securityId=yFduxUKhVIxmi-F10sYzr2WR8Bb9af-eHAm2oK2BWWU4GD9bpqq5zaEj7r8cDpHyMSJnNH9KMRlmWgD6Gy8iQZ4AQ2ze0qVao19CUzJGCcRksZhlqxDTPhS4G79G4OZlCxF2G6gDFWU-&sessionId=,静安区
PYTHON高级研发工程师,上海·静安区·彭浦镇,15-22K,"5-10年,本科",https://www.zhipin.com/job_detail/bb9c3e270fc2b7a11Xd829W4FltR.html?lid=4QYW6hkeGb3.search.124&securityId=se-ssh365PWlF-N1RDgbUQmnODaXHWjDlKkPubw5OZr3cplu6oz0lfxHXhwCMR2eM1yu-kUE7zynCjnjDAA8f_aIsktvB2YA5xzLPP7q2ajAz_KdYi4coCbrEvz0il08X4L4dkciFwY~&sessionId=,静安区
BMS软件工程师,上海,25-40K,"5-10年,本科",https://www.zhipin.com/job_detail/13a2624bccf24bb21HF52dS8FldY.html?lid=4QYW6hkeGb3.search.125&securityId=PDvpioaEaz_dU-X13-_lsqZh8eUFLgUjMb4uTEaeyklKkJEW8pCGoXMWHoyw3ZzPsUJaGW7dyjFNDFDiZv8j4PFUAFY4L_h5ZNDnbQIGcvYHIphz_wIcUo4HBhbG75XlTtVfkI8HZFydPQ~~&sessionId=,静安区
薪资数据处理及算法模块开发,上海,15-25K,"5-10年,本科",https://www.zhipin.com/job_detail/a4ed5220d3fa0b220nx62dS1FVU~.html?lid=4QYW6hkeGb3.search.126&securityId=kvxruEyB3kUKW-k1NSxSJOFxJVnWlAunzGiyk5U-YfAg46daKwnfAT1DILx6YVVza1aGxMZjsI9Mmru6B3QYfUY-EUJMKL6yGC5t6BSWwaRMC2XvSaEGY798Pnx5d97zxr4kNLFv&sessionId=,静安区
